A0A061ACU2	A0A061ACU2
P13275	P13275
P15343	P15343
P20143	P20143
P23351	P23351
P27516	P27516
P27516	Q94K66
P27516	P93735
P32103	P32103
P32792	P32792
P34224	P34224
P34257	P34257
P36052	P36052
P36114	P36114
P36114	P47031
P36151	P36151
P36151	O13899
P37263	P37263
P37263	O94311
P38253	P38253
P38292	P38292
P39996	P39996
P40008	P40008
P40053	P40053
P40057	P40057
P40159	P40159
P40326	P40326
P40364	P40364
P40470	P40470
P40502	P40502
P40508	P40508
P42840	P42840
P42840	B5DFK7
P42840	Q5XIJ5
P42840	Q6AY17
P42840	Q7M759
P42840	Q96GS6
P42840	Q99LR1
P46997	P46997
P46998	P46998
P47139	P47139
P47174	P47174
P53077	P53077
P53081	P53081
P53171	P53171
P53212	P53212
P53217	P53217
P53287	P53287
P53869	P53869
P56347	P56347
P56347	P05725
P61581	P61581
P80304	P80304
P80680	P80680
P80680	P38365
P82924	P82924
P82924	Q9NP92
P83183	P83183
P83213	P83213
P83213	P83212
P84148	P84148
P84148	P34232
P86981	P86981
P87052	P87052
P87054	P87054
P87133	P87133
P87238	P87238
Q02749	Q02749
Q02864	Q02864
Q02873	Q02873
Q03036	Q03036
Q03193	Q03193
Q04073	Q04073
Q04073	Q9WU00
Q04073	Q16656
Q04231	Q04231
Q04408	Q04408
Q04748	Q04748
Q04867	Q04867
Q04867	P53336
Q05812	Q05812
Q05937	Q05937
Q05937	Q07351
Q06089	Q06089
Q06139	Q06139
Q06152	Q06152
Q06608	Q06608
Q07555	Q07555
Q07589	Q07589
Q08213	Q08213
Q08687	Q08687
Q08774	Q08774
Q09902	Q09902
Q0WPT7	Q0WPT7
Q0WPT7	Q8LBV4
Q10200	Q10200
Q10262	Q10262
Q10296	Q10296
Q10308	Q10308
Q10422	Q10422
Q12020	Q12020
Q12032	Q12032
Q12179	Q12179
Q12182	Q12182
Q12259	Q12259
Q12259	Q03900
Q12298	Q12298
Q12418	Q12418
Q12486	Q12486
Q12497	Q12497
Q156A1	Q156A1
Q1K5R0	Q1K5R0
Q1K5R0	P53305
Q1K6Q3	Q1K6Q3
Q1K7P9	Q1K7P9
Q1W209	Q1W209
Q24JJ9	Q24JJ9
Q25423	Q25423
Q25423	P0DPG4
Q2HJF1	Q2HJF1
Q2HJF1	Q96EL3
Q32065	Q32065
Q32SG5	Q32SG5
Q34807	Q34807
Q34807	P03882
Q37707	Q37707
Q3E747	Q3E747
Q3E756	Q3E756
Q3E7A3	Q3E7A3
Q3E7A8	Q3E7A8
Q3E823	Q3E823
Q54ET6	Q54ET6
Q5H943	Q5H943
Q5U419	Q5U419
Q6UL01	Q6UL01
Q7M2P1	Q7M2P1
Q7RXV8	Q7RXV8
Q7RYV0	Q7RYV0
Q7RYV0	P53163
Q7RYW7	Q7RYW7
Q7S054	Q7S054
Q7S2H6	Q7S2H6
Q7S300	Q7S300
Q7S300	Q06090
Q7S4E0	Q7S4E0
Q7S4E7	Q7S4E7
Q7S4Y4	Q7S4Y4
Q7S4Y4	O75012
Q7S5N0	Q7S5N0
Q7S5W0	Q7S5W0
Q7S711	Q7S711
Q7SCZ3	Q7SCZ3
Q7SG49	Q7SG49
Q7SGH0	Q7SGH0
Q7SGH0	P19956
Q7SGU0	Q7SGU0
Q7SHR9	Q7SHR9
Q8BH07	Q8BH07
Q8BNX7	Q8BNX7
Q925J9	Q925J9
Q925J9	Q15648
Q92619	Q92619
Q92621	Q92621
Q92624	Q92624
Q92629	Q92629
Q92629	P82347
Q92629	P82348
Q92733	Q92733
Q92737	Q92737
Q92750	Q92750
Q92750	O00268
Q92750	P47825
Q92759	Q92759
Q92759	O70422
Q92766	Q92766
Q92785	Q92785
Q92794	Q92794
Q92878	Q92878
Q92917	Q92917
Q92934	Q92934
Q92934	O35147
Q92934	Q61337
Q92945	Q92945
Q92945	Q99PF5
Q92945	Q8UVD9
Q92974	Q92974
Q92974	P97433
Q92974	Q6ZSZ5
Q92979	Q92979
Q92979	Q06287
Q92982	Q92982
Q92982	O70131
Q92982	Q9NZG7
Q92982	Q8MPP0
Q92989	Q92989
Q92989	Q9SR06
Q93008	Q93008
Q93009	Q93009
Q93009	Q6A4J8
Q93009	Q9UTT1
Q93009	P50101
Q93015	Q93015
Q93034	Q93034
Q93062	Q93062
Q93062	Q6ZRY4
Q93092	Q93092
Q93227	Q93227
Q93560	Q93560
Q93560	O75626
Q93560	Q60636
Q93654	Q93654
Q93V66	Q93V66
Q93VB2	Q93VB2
Q93VM9	Q93VM9
Q93VM9	Q96FV9
Q93VM9	Q8R3N6
Q93VT9	Q93VT9
Q9FNC7	Q9FNC7
Q9FNE9	Q9FNE9
Q9FNE9	Q8VZJ1
Q9FNH6	Q9FNH6
Q9FNN3	Q9FNN3
Q9FNN6	Q9FNN6
Q9FNN6	Q8LH59
Q9FNP4	Q9FNP4
Q9FNQ0	Q9FNQ0
Q9FNY2	Q9FNY2
Q9FNY2	Q22703
Q9FNY2	Q5H9I0
Q9FNY2	Q08639
Q9FNY2	Q64163
Q9FNY2	Q14188
Q9FNY2	Q9FNY3
Q9FNZ4	Q9FNZ4
Q9FNZ5	Q9FNZ5
Q9FPR3	Q9FPR3
Q9FPR3	Q9C9U5
Q9FPS9	Q9FPS9
Q9FQ09	Q9FQ09
Q9FR37	Q9FR37
Q9FR37	Q7XTK3
Q9FRL5	Q9FRL5
Q9FT52	Q9FT52
Q9FVE6	Q9FVE6
Q9FVE6	Q56WH4
Q9FVE6	Q9LZR5
Q9FVE6	O24591
Q9FVQ1	Q9FVQ1
Q9FVQ1	Q1PEP5
Q9FVU9	Q9FVU9
Q9FVU9	O35864
Q9FVU9	Q8LAZ7
Q9FVU9	Q92905
Q9FVU9	P91001
Q9FVU9	Q12468
Q9FVV7	Q9FVV7
Q9FVV7	Q9FIJ4
Q9FVW4	Q9FVW4
Q9FWA3	Q9FWA3
Q9FWA3	Q9SH69
Q9FWA3	Q9FFR3
Q9FWR4	Q9FWR4
Q9FWR4	Q8LE52
Q9FWR4	Q9Z339
Q9FWR4	P78417
Q9FWR4	Q9N1F5
Q9FX31	Q9FX31
Q9FX31	P46607
Q9FX31	Q9ZV65
Q9FX53	Q9FX53
Q9FXD6	Q9FXD6
Q9FXD6	O49397
Q9FXD6	Q9ZWJ9
Q9FXD6	Q8L9Y3
Q9FXD6	Q940D0
Q9FXT6	Q9FXT6
Q9FYS5	Q9FYS5
Q9FYS5	Q43386
Q9FZK4	Q9FZK4
Q9FZK4	Q9C7F5
Q9FZK4	P61972
Q9FZK4	P61970
Q9GRT1	Q9GRT1
Q9GRZ3	Q9GRZ3
Q9GYS1	Q9GYS1
Q9GYU8	Q9GYU8
Q9GZL7	Q9GZL7
Q9GZL7	Q9LF27
Q9GZL7	Q12024
Q9GZM5	Q9GZM5
Q9GZN0	Q9GZN0
Q9GZN2	Q9GZN2
Q9GZN2	P70284
Q9GZN2	Q15583
Q9GZN7	Q9GZN7
Q9GZQ3	Q9GZQ3
Q9GZR1	Q9GZR1
Q9GZR7	Q9GZR7
Q9GZS1	Q9GZS1
Q9GZS1	Q8K202
Q9GZS3	Q9GZS3
Q9GZS3	Q9SZQ5
Q9GZT3	Q9GZT3
Q9GZV3	Q9GZV3
Q9GZV3	Q8BGY9
Q9GZZ1	Q9GZZ1
Q9GZZ9	Q9GZZ9
Q9H008	Q9H008
Q9H061	Q9H061
Q9H063	Q9H063
Q9H078	Q9H078
Q9H079	Q9H079
Q9H0A8	Q9H0A8
Q9H0E3	Q9H0E3
Q9H0E9	Q9H0E9
Q9H0F5	Q9H0F5
Q9H0F6	Q9H0F6
Q9H0G5	Q9H0G5
Q9H0U6	Q9H0U6
Q9H0W9	Q9H0W9
Q9H0Z9	Q9H0Z9
Q9H147	Q9H147
Q9H190	Q9H190
Q9H190	O00560
Q9H1D9	Q9H1D9
Q9H1D9	P32910
Q9H1E3	Q9H1E3
Q9H1I8	Q9H1I8
Q9H1J1	Q9H1J1
Q9H1J1	Q9BZI7
Q9H1K0	Q9H1K0
Q9H1P3	Q9H1P3
Q9H1P3	P22059
Q9H1P3	P35845
Q9H1P3	Q12451
Q9H1P3	Q9BZF2
Q9H1P3	Q9BZF3
Q9H1P3	Q8BXR9
Q9H1P3	Q9DBS9
Q9H1P3	Q9H4L5
Q9H204	Q9H204
Q9H211	Q9H211
Q9H211	Q8R4E9
Q9H211	Q9I9A7
Q9H227	Q9H227
Q9H227	O64883
Q9H227	Q8GVD0
Q9H227	Q9ZP27
Q9H227	B6ZKM3
Q9H227	P49235
Q9H227	Q38786
Q9H227	Q75W17
Q9H299	Q9H299
Q9H299	Q9UJC5
Q9H299	O75368
Q9H2D6	Q9H2D6
Q9H2G9	Q9H2G9
Q9H2K2	Q9H2K2
Q9H2K2	O95271
Q9H2S6	Q9H2S6
Q9H307	Q9H307
Q9H334	Q9H334
Q9H3F6	Q9H3F6
Q9H3F6	Q8BGV7
Q9H3F6	Q13829
Q9H3F6	Q8WZ19
Q9H3J6	Q9H3J6
Q9H3K2	Q9H3K2
Q9H3K6	Q9H3K6
Q9H3K6	Q53S33
Q9H3K6	Q9FIC3
Q9H3K6	Q9Y3E2
Q9H3K6	P39724
Q9H3K6	Q3E793
Q9H3K6	Q682I1
Q9H3K6	Q84W65
Q9H3L0	Q9H3L0
Q9H3M7	Q9H3M7
Q9H3M7	Q96B67
Q9H3M7	A0A0B4J1F4
Q9H3M7	Q8NCT1
Q9H3N8	Q9H3N8
Q9H3N8	Q9Y5N1
Q9H3N8	P58406
Q9H3P2	Q9H3P2
Q9H3S7	Q9H3S7
Q9H3Z4	Q9H3Z4
Q9H3Z4	Q29455
Q9H410	Q9H410
Q9H444	Q9H444
Q9H444	Q96CF2
Q9H444	P39929
Q9H467	Q9H467
Q9H4A6	Q9H4A6
Q9H4A6	Q9CRA5
Q9H4A6	Q9ERE4
Q9H4B6	Q9H4B6
Q9H4I3	Q9H4I3
Q9H4I9	Q9H4I9
Q9H4I9	Q9DB10
Q9H4K7	Q9H4K7
Q9H4K7	P38860
Q9H4K7	Q8K013
Q9H4K7	A4D1E9
Q9H4M3	Q9H4M3
Q9H4Q4	Q9H4Q4
Q9H4Q4	Q9GZV8
Q9H4X1	Q9H4X1
Q9H4Z3	Q9H4Z3
Q9H582	Q9H582
Q9H583	Q9H583
Q9H5F2	Q9H5F2
Q9H5J8	Q9H5J8
Q9H5P4	Q9H5P4
Q9H5Q4	Q9H5Q4
Q9H5U6	Q9H5U6
Q9H5V7	Q9H5V7
Q9H5V9	Q9H5V9
Q9H5V9	Q8VDP2
Q9H5V9	Q8GWQ6
Q9H5Z6	Q9H5Z6
Q9H5Z6	Q8BLQ0
Q9H633	Q9H633
Q9H649	Q9H649
Q9H649	Q9CZ57
Q9H649	Q96CB9
Q9H6E5	Q9H6E5
Q9H6F5	Q9H6F5
Q9H6F5	Q9JJ89
Q9H6K1	Q9H6K1
Q9H6R4	Q9H6R4
Q9H6U6	Q9H6U6
Q9H6Z4	Q9H6Z4
Q9H777	Q9H777
Q9H790	Q9H790
Q9H7D0	Q9H7D0
Q9H7D0	Q8N1I0
Q9H7D7	Q9H7D7
Q9H7E2	Q9H7E2
Q9H7L9	Q9H7L9
Q9H7T9	Q9H7T9
Q9H7Z3	Q9H7Z3
Q9H813	Q9H813
Q9H814	Q9H814
Q9H816	Q9H816
Q9H832	Q9H832
Q9H840	Q9H840
Q9H869	Q9H869
Q9H871	Q9H871
Q9H871	Q6GLP4
Q9H871	Q96G75
Q9H875	Q9H875
Q9H875	Q9CWV6
Q9H8E8	Q9H8E8
Q9H8H0	Q9H8H0
Q9H8K7	Q9H8K7
Q9H8M2	Q9H8M2
Q9H8M2	Q9NPI1
Q9H8M2	O88665
Q9H8M7	Q9H8M7
Q9H8W5	Q9H8W5
Q9H902	Q9H902
Q9H9A7	Q9H9A7
Q9H9D4	Q9H9D4
Q9H9E3	Q9H9E3
Q9H9J2	Q9H9J2
Q9H9J2	Q9CY73
Q9H9P5	Q9H9P5
Q9H9P8	Q9H9P8
Q9H9Q4	Q9H9Q4
Q9H9T3	Q9H9T3
Q9H9T3	Q02908
Q9H9T3	Q93ZR1
Q9H9T3	Q9VQZ6
Q9HA38	Q9HA38
Q9HAB3	Q9HAB3
Q9HAB3	Q9NWF4
Q9HAB3	Q4FZU9
Q9HAB3	Q9NQ40
Q9HAC7	Q9HAC7
Q9HAF1	Q9HAF1
Q9HAF1	Q9VRN3
Q9HAI6	Q9HAI6
Q9HAJ7	Q9HAJ7
Q9HAJ7	O88574
Q9HAJ7	O75446
Q9HAV4	Q9HAV4
Q9HAW0	Q9HAW0
Q9HAW4	Q9HAW4
Q9HAZ2	Q9HAZ2
Q9HAZ2	A2A935
Q9HAZ2	Q03112
Q9HAZ2	P14404
Q9HB07	Q9HB07
Q9HB07	Q9JK81
Q9HB21	Q9HB21
Q9HB21	Q9ERS5
Q9HB71	Q9HB71
Q9HB71	Q9CXW3
Q9HB75	Q9HB75
Q9HB96	Q9HB96
Q9HBF4	Q9HBF4
Q9HBF4	Q810J8
Q9HBH1	Q9HBH1
Q9HBH1	Q9FV53
Q9HBH1	Q9FUZ2
Q9HBL8	Q9HBL8
Q9HBL8	Q8K2T1
Q9HBM0	Q9HBM0
Q9HBM0	Q3ZK22
Q9HBM1	Q9HBM1
Q9HBM1	Q6SKR5
Q9HC21	Q9HC21
Q9HCC0	Q9HCC0
Q9HCC8	Q9HCC8
Q9HCC8	Q9ESM6
Q9HCC8	Q8WTR4
Q9HCC8	Q640M6
Q9HCC9	Q9HCC9
Q9HCC9	Q6ZPK7
Q9HCI7	Q9HCI7
Q9HCI7	Q69ZF8
Q9HCJ1	Q9HCJ1
Q9HCS7	Q9HCS7
Q9HCS7	A1Z9G2
Q9HCU8	Q9HCU8
Q9HCU9	Q9HCU9
Q9HD15	Q9HD15
Q9HD23	Q9HD23
Q9HD34	Q9HD34
Q9HD34	O46098
Q9HD34	Q6Q560
Q9HD42	Q9HD42
Q9HD42	Q921W0
Q9HD42	Q7LBR1
Q9HDZ6	Q9HDZ6
Q9HFF5	Q9HFF5
Q9HGK2	Q9HGK2
Q9HGM8	Q9HGM8
Q9HGN4	Q9HGN4
Q9HGP5	Q9HGP5
Q9I7K0	Q9I7K0
Q9I7K6	Q9I7K6
Q9I7U4	Q9I7U4
Q9JHI9	Q9JHI9
Q9JHI9	Q9NP59
Q9JHL0	Q9JHL0
Q9JHL0	Q9GZY6
Q9JHR7	Q9JHR7
Q9JHR7	P14735
Q9JHR7	P35559
Q9JHR7	Q06010
Q9JHR9	Q9JHR9
Q9JHU6	Q9JHU6
Q9JI13	Q9JI13
Q9JI13	Q9NQZ2
Q9JI99	Q9JI99
Q9JIB0	Q9JIB0
Q9JIB0	Q9HD47
Q9JIH2	Q9JIH2
Q9JIH2	Q9UKX7
Q9JIH2	Q7K0D8
Q9JII1	Q9JII1
Q9JII1	Q9WVR1
Q9JIQ3	Q9JIQ3
Q9JIQ3	Q9NR28
Q9JIR4	Q9JIR4
Q9JIX9	Q9JIX9
Q9JIX9	Q14296
Q9JIY2	Q9JIY2
Q9JIY2	Q75N03
Q9JJ09	Q9JJ09
Q9JJ09	Q9DBP0
Q9JJ09	Q06496
Q9JJ09	Q06495
Q9JJ09	Q60825
Q9JJ09	Q8K4R8
Q9JJ09	Q80SU6
Q9JJ28	Q9JJ28
Q9JJD0	Q9JJD0
Q9JJD0	Q96EK4
Q9JJG9	Q9JJG9
Q9JJG9	Q8NC60
Q9JJK1	Q9JJK1
Q9JJK1	P35803
Q9JJK1	P60201
Q9JJK1	P04116
Q9JJK1	P60202
Q9JJK1	P60203
Q9JJK1	P23294
Q9JJK1	Q812E9
Q9JJK1	P35802
Q9JJK4	Q9JJK4
Q9JJK4	P56589
Q9JJN6	Q9JJN6
Q9JK24	Q9JK24
Q9JK24	Q969Q6
Q9JK95	Q9JK95
Q9JK95	Q96FX8
Q9JKD9	Q9JKD9
Q9JKD9	Q9Y2Y4
Q9JKF1	Q9JKF1
Q9JKF1	P46940
Q9JKU3	Q9JKU3
Q9JKY0	Q9JKY0
Q9JL04	Q9JL04
Q9JL04	Q9NZ56
Q9JL56	Q9JL56
Q9JL56	Q9JL55
Q9JLC3	Q9JLC3
Q9JLC3	Q78J03
Q9JLC3	Q9Y3D2
Q9JLC3	Q9C8M2
Q9JLC3	Q0DC89
Q9JLC3	Q9C5C8
Q9JLI6	Q9JLI6
Q9JLI6	Q9Z1J3
Q9JLI6	O49543
Q9JLI6	Q9Y697
Q9JLI6	P25374
Q9JLI6	Q8IBI5
Q9JLI8	Q9JLI8
Q9JLI8	Q15020
Q9JLR5	Q9JLR5
Q9JM05	Q9JM05
Q9JM05	Q8N2W9
Q9JM05	O70260
Q9JM05	O54714
Q9JM05	O88907
Q9JM05	O75925
Q9JM05	Q6AZ28
Q9JM05	O75928
Q9JM05	Q8C5D8
Q9JM73	Q9JM73
Q9JM73	P11831
Q9JM80	Q9JM80
Q9JM80	Q3U1F9
Q9JM80	Q9NWQ8
Q9JMA2	Q9JMA2
Q9JMB1	Q9JMB1
Q9JMG3	Q9JMG3
Q9JMG3	Q53AQ4
Q9JMI1	Q9JMI1
Q9LD43	Q9LD43
Q9LD47	Q9LD47
Q9LD83	Q9LD83
Q9LD83	Q9FLV9
Q9LDC0	Q9LDC0
Q9LE82	Q9LE82
Q9LE82	Q9M651
Q9LES2	Q9LES2
Q9LES2	Q9LJ04
Q9LEX1	Q9LEX1
Q9LEX1	Q9SKR2
Q9LEZ1	Q9LEZ1
Q9LEZ1	Q9CA45
Q9LEZ1	Q67YG7
Q9LF79	Q9LF79
Q9LF79	Q7X8B5
Q9LF79	Q01814
Q9LF79	Q16720
Q9LF79	Q64568
Q9LF79	Q9R0K7
Q9LF79	P20020
Q9LF79	G5E829
Q9LF79	P11505
Q9LF79	P23634
Q9LF79	D3K0R6
Q9LF79	Q6Q477
Q9LF79	P54678
Q9LFC0	Q9LFC0
Q9LFP6	Q9LFP6
Q9LFP6	Q9S7Z8
Q9LFP6	Q8RWZ6
Q9LFP6	Q940Y5
Q9LFP6	Q9C6B8
Q9LFP6	Q9LU77
Q9LFQ9	Q9LFQ9
Q9LFQ9	Q8LSZ4
Q9LFV6	Q9LFV6
Q9LFV6	O00411
Q9LFV6	P13433
Q9LFV6	Q8BKF1
Q9LG05	Q9LG05
Q9LG26	Q9LG26
Q9LGE3	Q9LGE3
Q9LH52	Q9LH52
Q9LHE5	Q9LHE5
Q9LHF5	Q9LHF5
Q9LHF5	Q9FIE3
Q9LIQ6	Q9LIQ6
Q9LIQ6	Q08465
Q9LIQ6	Q9NXR8
Q9LIQ6	Q9VJY8
Q9LIQ6	Q8WYH8
Q9LIQ6	Q9H160
Q9LIQ6	Q9UNL4
Q9LIQ6	Q8C0D7
Q9LIQ6	Q54PN9
Q9LIQ6	Q9VWS0
Q9LIQ6	B3H615
Q9LIQ9	Q9LIQ9
Q9LJ97	Q9LJ97
Q9LJG6	Q9LJG6
Q9LK34	Q9LK34
Q9LK34	Q9FKS0
Q9LK34	Q9NWZ5
Q9LK34	P27515
Q9LK34	Q96BW1
Q9LKW9	Q9LKW9
Q9LLC1	Q9LLC1
Q9LLC1	Q42533
Q9LLC1	Q42783
Q9LMA8	Q9LMA8
Q9LMA8	C6TCZ5
Q9LMA8	Q69P94
Q9LMA8	Q8W4J8
Q9LMA8	Q93ZM9
Q9LMA8	Q9C9E3
Q9LMA8	Q9LVI4
Q9LMJ4	Q9LMJ4
Q9LMJ4	Q9FGH9
Q9LMJ4	Q8VY27
Q9LMJ4	Q9FNR3
Q9LMJ4	Q9LZD3
Q9LML2	Q9LML2
Q9LML2	O80875
Q9LML2	F4IGZ2
Q9LML2	Q2RBP2
Q9LMR3	Q9LMR3
Q9LMT2	Q9LMT2
Q9LMT2	Q8VYW1
Q9LMT2	P25500
Q9LMT2	P51003
Q9LMT2	Q61183
Q9LMT2	Q9BWT3
Q9LMT2	Q9WVP6
Q9LMT2	Q10295
Q9LMT2	P29468
Q9LMT2	Q56XM9
Q9LN09	Q9LN09
Q9LNE8	Q9LNE8
Q9LPL4	Q9LPL4
Q9LPW3	Q9LPW3
Q9LPW3	Q9LSE2
Q9LPW3	Q0JEB7
Q9LPW3	Q10S44
Q9LPW3	Q6YUS3
Q9LPZ4	Q9LPZ4
Q9LQ02	Q9LQ02
Q9LQF2	Q9LQF2
Q9LQF2	Q10MC0
Q9LQF2	B9DFA8
Q9LQF2	Q9FK88
Q9LQF2	Q9FXA8
Q9LR64	Q9LR64
Q9LR78	Q9LR78
Q9LR78	Q8L7U5
Q9LR78	Q9SHS7
Q9LR78	Q9SJF0
Q9LR91	Q9LR91
Q9LRB7	Q9LRB7
Q9LRH6	Q9LRH6
Q9LS08	Q9LS08
Q9LS24	Q9LS24
Q9LS24	A8MQY1
Q9LS24	F4IED2
Q9LS24	Q9C8W9
Q9LS24	Q9MA17
Q9LS24	Q9FY93
Q9LS24	Q9LKG8
Q9LS24	Q9M126
Q9LS24	Q9SCK6
Q9LS24	Q9SK55
Q9LS24	Q9SQX9
Q9LS24	Q9SQY0
Q9LS24	Q9XIN7
Q9LS24	Q53NF7
Q9LS24	F4JN35
Q9LS24	O04017
Q9LS24	Q5VNK1
Q9LS24	Q9FTY0
Q9LS24	A2WJP3
Q9LS24	A2WQE4
Q9LS24	Q75HE5
Q9LS24	Q7F2L3
Q9LS24	Q9C598
Q9LS24	Q9FKA0
Q9LS24	Q9FRV4
Q9LS24	Q9C932
Q9LS24	Q84TE6
Q9LS24	Q9ZVP8
Q9LS90	Q9LS90
Q9LS90	Q6YTW6
Q9LSA9	Q9LSA9
Q9LSC4	Q9LSC4
Q9LSD0	Q9LSD0
Q9LSD0	P49723
Q9LSD0	Q7LG56
Q9LSD0	P09938
Q9LSD0	P31350
Q9LSQ5	Q9LSQ5
Q9LSQ5	O23207
Q9LSQ5	Q6NQE2
Q9LSQ5	P25349
Q9LSV0	Q9LSV0
Q9LSV0	Q49A26
Q9LTB0	Q9LTB0
Q9LTK0	Q9LTK0
Q9LTR2	Q9LTR2
Q9LTW4	Q9LTW4
Q9LU05	Q9LU05
Q9LU05	Q96262
Q9LU39	Q9LU39
Q9LU93	Q9LU93
Q9LU93	P40958
Q9LU93	Q13257
Q9LUI2	Q9LUI2
Q9LUI3	Q9LUI3
Q9LUJ3	Q9LUJ3
Q9LV85	Q9LV85
Q9LVA9	Q9LVA9
Q9LVB9	Q9LVB9
Q9LVD0	Q9LVD0
Q9LVD0	O43709
Q9LVD0	P25627
Q9LVG4	Q9LVG4
Q9LVG4	Q6LA42
Q9LVG4	Q93WK5
Q9LVH4	Q9LVH4
Q9LVH4	Q6YWF1
Q9LVH4	Q9FHP6
Q9LVH4	Q9S7J9
Q9LVH4	Q9FVJ3
Q9LVH4	P35197
Q9LVI9	Q9LVI9
Q9LVM5	Q9LVM5
Q9LVS0	Q9LVS0
Q9LW26	Q9LW26
Q9LW26	Q9ZVN2
Q9LW29	Q9LW29
Q9LW29	Q570C0
Q9LW29	Q9LPW7
Q9LW29	Q9ZR12
Q9WV31	Q9WV31
Q9WV69	Q9WV69
Q9WV69	Q08495
Q9WV78	Q9WV78
Q9WVB3	Q9WVB3
Q9WVC3	Q9WVC3
Q9WVC3	O46550
Q9WVC3	P51636
Q9WVC3	Q2IBC5
Q9WVC3	Q66WT7
Q9WVC3	P41350
Q9WVC3	P51637
Q9WVC3	P51638
Q9WVC3	Q03135
Q9WVC7	Q9WVC7
Q9WVC7	Q13023
Q9WVE0	Q9WVE0
Q9WVE0	Q9GZX7
Q9WVE0	P31941
Q9WVE0	Q9UH17
Q9WVE0	Q9HC16
Q9WVE0	Q9NRW3
Q9WVE0	P41238
Q9WVE0	Q6NTF7
Q9WVH3	Q9WVH3
Q9WVH3	P98177
Q9WVH3	O16850
Q9WVH3	Q70KY4
Q9WVH3	Q95V55
Q9WVH3	Q9R1E0
Q9WVH3	Q12778
Q9WVH3	Q9WVH4
Q9WVH3	O43524
Q9WVJ4	Q9WVJ4
Q9WVJ4	P57105
Q9WVJ6	Q9WVJ6
Q9WVJ6	P21980
Q9WVJ6	P21981
Q9WVJ6	P22735
Q9WVJ6	P49222
Q9WVJ6	P16452
Q9WVM1	Q9WVM1
Q9WVM1	Q9H0H5
Q9WVR8	Q9WVR8
Q9WVR8	O00255
Q9WVR8	O88559
Q9WVS6	Q9WVS6
Q9WVS6	O60260
Q9WVS6	Q9JK66
Q9WVS6	Q7KTX7
Q9WVS6	Q9UBS8
Q9XF23	Q9XF23
Q9XF23	Q9SU72
Q9XF23	Q9SU71
Q9XF57	Q9XF57
Q9XF57	O22607
Q9XF57	P39108
Q9XF57	O59894
Q9XF57	C4QYG0
Q9XF57	P90916
Q9XF57	O94244
Q9XF57	Q09028
Q9XF57	Q16576
Q9XF57	Q24572
Q9XF57	Q60973
Q9XF57	Q6INH0
Q9XF57	Q3MHL3
Q9XF57	O14021
Q9XF57	P39984
Q9XF57	Q8R537
Q9XF57	O00628
Q9XF57	P97865
Q9XF57	Q9Y825
Q9XF57	P61962
Q9XF57	Q12523
Q9XF57	Q57W97
Q9XF57	E9BKM3
Q9XFT3	Q9XFT3
Q9XFT3	Q41932
Q9XFT3	P12301
Q9XGM3	Q9XGM3
Q9XI00	Q9XI00
Q9XI19	Q9XI19
Q9XI46	Q9XI46
Q9XI73	Q9XI73
Q9XI84	Q9XI84
Q9XI84	Q43088
Q9XIE2	Q9XIE2
Q9XIE2	Q7PC88
Q9XIE2	Q8GZ52
Q9XIE2	Q9LFH0
Q9XIE2	Q9M9E1
Q9XIE2	O81016
Q9XIE2	Q949G3
Q9XIE2	O24367
Q9XII1	Q9XII1
Q9XIM0	Q9XIM0
Q9XIN0	Q9XIN0
Q9XIP2	Q9XIP2
Q9XIP2	Q96G74
Q9XTB5	Q9XTB5
Q9XUB3	Q9XUB3
Q9XVI2	Q9XVI2
Q9XZ34	Q9XZ34
Q9XZS8	Q9XZS8
Q9XZT7	Q9XZT7
Q9XZT7	Q9U5W9
Q9XZT7	Q12962
Q9XZT7	Q95ZS0
Q9XZT7	Q12030
Q9XZT7	O60171
Q9Y0E4	Q9Y0E4
Q9Y118	Q9Y118
Q9Y222	Q9Y222
Q9Y222	Q8CE22
Q9Y224	Q9Y224
Q9Y228	Q9Y228
Q9Y237	Q9Y237
Q9Y239	Q9Y239
Q9Y239	Q9HC29
Q9Y241	Q9Y241
Q9Y244	Q9Y244
Q9Y252	Q9Y252
Q9Y252	Q9DBU5
Q9Y252	Q9NVW2
Q9Y252	Q9WTV7
Q9Y253	Q9Y253
Q9Y253	Q9VNX1
Q9Y265	Q9Y265
Q9Y265	Q03940
Q9Y265	Q9VH07
Q9Y265	O17607
Q9Y265	Q9Y230
Q9Y265	Q9GZH2
Q9Y265	Q9V3K3
Q9Y265	Q12464
Q9Y266	Q9Y266
Q9Y275	Q9Y275
Q9Y275	Q9WU72
Q9Y287	Q9Y287
Q9Y287	Q9NQX7
Q9Y2B4	Q9Y2B4
Q9Y2D1	Q9Y2D1
Q9Y2D1	O70191
Q9Y2D8	Q9Y2D8
Q9Y2D9	Q9Y2D9
Q9Y2D9	Q96EQ9
Q9Y2F5	Q9Y2F5
Q9Y2G0	Q9Y2G0
Q9Y2G0	Q8BG67
Q9Y2G0	Q14156
Q9Y2G2	Q9Y2G2
Q9Y2I1	Q9Y2I1
Q9Y2I8	Q9Y2I8
Q9Y2I9	Q9Y2I9
Q9Y2K1	Q9Y2K1
Q9Y2L1	Q9Y2L1
Q9Y2L1	P37202
Q9Y2L1	Q08162
Q9Y2L1	Q17632
Q9Y2M0	Q9Y2M0
Q9Y2M2	Q9Y2M2
Q9Y2R0	Q9Y2R0
